uid,title,slug,simple-date,filename,date,worktype,categories,image-url,item-url,episode-title,episode-url
item3,10% Happier,10-happier,2016-08-21,2016-08-21-10-happier,2016-08-21 01:01:01,"""Development""",book,"410tYZ52IRL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2F10-Happier-Self-Help-Actually-Works-A%2Fdp%2F0062265423%2F,"Dr. Peter Attia on Life-Extension, Drinking Jet Fuel, Ultra-Endurance, Human Foie Gras, and More",http://fourhourworkweek.com/2014/12/18/peter-attia/
item4,22 Immutable Laws of Marketing,22-immutable-laws-of-marketing,2016-08-20,2016-08-20-22-immutable-laws-of-marketing,2016-08-20 01:01:01,"""Development""",book,51bymWkKusL._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2F22-Immutable-Laws-Marketing-Explained-ebook%2Fdp%2FB000FC10HA%2F,Drunk Dialing Fans–Celebrating The 100th Podcast Episode!,http://fourhourworkweek.com/2015/09/11/drunk-dialing/
item146,A Field Guide to the Birds of North America,a-field-guide-to-the-birds-of-north-america,2016-08-19,2016-08-19-a-field-guide-to-the-birds-of-north-america,2016-08-19 01:01:01,"""Development""",book,"517doMN-H7L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FNational-Geographic-Field-America-Edition%2Fdp%2F1426208286%2F,Are We Really 10% Human and 90% Bacteria? Exploring The Microbiome…,http://fourhourworkweek.com/2015/01/10/microbiome/
item78,A Geek in Japan,a-geek-in-japan,2016-08-18,2016-08-18-a-geek-in-japan,2016-08-18 01:01:01,"""Development""",book,"61fd%2ByXKhkL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGeek-Japan-Discovering-Manga-Ceremony%2Fdp%2F4805311290%2F,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item91,A Guide to the Good Life,a-guide-to-the-good-life,2016-08-17,2016-08-17-a-guide-to-the-good-life,2016-08-17 01:01:01,"""Development""",book,"41oP29YgLtL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGuide-Good-Life-Ancient-Stoic%2Fdp%2F0195374614%2F,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item120,A Lycanthropy Reader: Werewolves in Western Culture,a-lycanthropy-reader-werewolves-in-western-culture,2016-08-16,2016-08-16-a-lycanthropy-reader-werewolves-in-western-culture,2016-08-16 01:01:01,"""Development""",book,"51S450nwIiL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FLycanthropy-Reader-Werewolves-Western-Culture%2Fdp%2F0815623844,"The Random Show: Hating Tech, Hidden Japanese Gems, Sexual Awkwardness, and More",http://fourhourworkweek.com/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/
item183,A Short History of Nearly Everything,a-short-history-of-nearly-everything,2016-08-15,2016-08-15-a-short-history-of-nearly-everything,2016-08-15 01:01:01,"""Development""",book,"41Z3XNXTcHL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FShort-History-Nearly-Everything%2Fdp%2F076790818X%2F,"Amanda Palmer on How to Fight, Meditate, and Make Good Art",http://fourhourworkweek.com/2015/03/30/amanda-palmer/
item215,A Thousand Splendid Suns,a-thousand-splendid-suns,2016-08-14,2016-08-14-a-thousand-splendid-suns,2016-08-14 01:01:01,"""Development""",book,"51752rjZGJL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FThousand-Splendid-Suns-Khaled-Hosseini%2Fdp%2F159448385X%2F%25E2%2580%25A0,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item7,Abundance: The Future Is Better Than You Think,abundance-the-future-is-better-than-you-think,2016-08-13,2016-08-13-abundance-the-future-is-better-than-you-think,2016-08-13 01:01:01,"""Development""",book,"51h9dTy9r8L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAbundance-Future-Better-Than-Think%2Fdp%2F145161683X%2F,How to Think Like Elon Musk and Jeff Bezos,http://fourhourworkweek.com/2015/01/20/elon-musk-and-jeff-bezos/
item8,Across the Universe,across-the-universe,2016-08-12,2016-08-12-across-the-universe,2016-08-12 01:01:01,"""Development""",book,"5144sGuT5fL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAcross-Universe-Original-Singers-Vocal%2Fdp%2F1423460480%2F,"Nick Ganju on The Majesty of Ping Pong, Poker, and How to Write Hit Songs",http://fourhourworkweek.com/2014/11/21/nick-ganju/
item9,Adventures in the Screen Trade,adventures-in-the-screen-trade,2016-08-11,2016-08-11-adventures-in-the-screen-trade,2016-08-11 01:01:01,"""Development""",book,51j2315sx2L._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAdventures-Screen-Trade-William-Goldman-ebook%2Fdp%2FB007Z7UDF8%2F,"Nick Ganju on The Majesty of Ping Pong, Poker, and How to Write Hit Songs",http://fourhourworkweek.com/2014/11/21/nick-ganju/
item10,Aeropress,aeropress,2016-08-10,2016-08-10-aeropress,2016-08-10 01:01:01,"""Development""",object,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAeropress-Coffee-and-Espresso-Maker%2Fdp%2FB0047BIWSK,"Maria Popova on Writing, Workflow, and Workarounds",http://fourhourworkweek.com/2014/10/21/brain-pickings/
item11,Age of Propaganda: The Everyday Use and Abuse of Persuasion,age-of-propaganda-the-everyday-use-and-abuse-of-persuasion,2016-08-09,2016-08-09-age-of-propaganda-the-everyday-use-and-abuse-of-persuasion,2016-08-09 01:01:01,"""Development""",book,"51zl3PlPn7L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAge-Propaganda-Everyday-Abuse-Persuasion%2Fdp%2F0805074031%2F,Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business,http://fourhourworkweek.com/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/
item14,Anchorman,anchorman,2016-08-08,2016-08-08-anchorman,2016-08-08 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAnchorman-Legend-Burgundy-Will-Ferrell%2Fdp%2FB008LXZFH6%2F,"The Random Show, Episode 25 — Gut Bacteria, Meditation, Startups, and More",http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
item15,Antifragile: Things That Gain from Disorder (Incerto),antifragile-things-that-gain-from-disorder-incerto,2016-08-07,2016-08-07-antifragile-things-that-gain-from-disorder-incerto,2016-08-07 01:01:01,"""Development""",book,"41y%2B-2A1XZL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAntifragile-Things-That-Disorder-Incerto%2Fdp%2F0812979680%2F,The 5 Things I Did To Become a Better Investor,http://fourhourworkweek.com/2015/10/02/the-5-things-i-did-to-become-a-better-investor/
item210,As a Man Thinketh,as-a-man-thinketh,2016-08-06,2016-08-06-as-a-man-thinketh,2016-08-06 01:01:01,"""Development""",book,"51qdJm5-jOL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FThinketh-Tarcher-Family-Inspirational-Library%2Fdp%2F1585425648%2F,The 5 Things I Did To Become a Better Investor,http://fourhourworkweek.com/2015/10/02/the-5-things-i-did-to-become-a-better-investor/
item20,AT8035 Microphone,at8035-microphone,2016-08-05,2016-08-05-at8035-microphone,2016-08-05 01:01:01,"""Development""",object,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAudio-Technica-AT8035-Shotgun-Microphone%2Fdp%2FB000ZLOGCC%2F,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item18,Atlas Shrugged,atlas-shrugged,2016-08-04,2016-08-04-atlas-shrugged,2016-08-04 01:01:01,"""Development""",book,"51gfoUStvDL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAtlas-Shrugged-Ayn-Rand%2Fdp%2F0451191145,Tim Ferriss Interviews Arnold Schwarzenegger on Psychological Warfare (And Much More),http://fourhourworkweek.com/2015/02/02/arnold-schwarzenegger/
item19,Au Contraire,au-contraire,2016-08-03,2016-08-03-au-contraire,2016-08-03 01:01:01,"""Development""",book,"51ev09eCJML._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FAu-Contraire-Figuring-Out-French%2Fdp%2F1931930929%2F,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item21,Bad Pharma,bad-pharma,2016-08-02,2016-08-02-bad-pharma,2016-08-02 01:01:01,"""Development""",book,"51D-51fm%2BbL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBad-Pharma-Companies-Mislead-Patients%2Fdp%2F0865478007%2F,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity",http://fourhourworkweek.com/2014/12/01/bryan-callen/
item22,Bad Science,bad-science,2016-08-01,2016-08-01-bad-science,2016-08-01 01:01:01,"""Development""",book,5150lq9F5GL._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBad-Science-Quacks-Pharma-Flacks-ebook%2Fdp%2FB003VTZTU8%2F,How to Create a Blockbuster Podcast,http://fourhourworkweek.com/2015/01/29/alex-blumberg/comment-page-2/
item23,Baseball,baseball,2016-07-31,2016-07-31-baseball,2016-07-31 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBaseball-A-Film-Ken-Burns%2Fdp%2F0780630459%2F,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity",http://fourhourworkweek.com/2014/12/01/bryan-callen/
item24,Becoming a Category of One,becoming-a-category-of-one,2016-07-30,2016-07-30-becoming-a-category-of-one,2016-07-30 01:01:01,"""Development""",book,"41%2BLxrkS66L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBecoming-Category-One-Extraordinary-Comparison%2Fdp%2F0470496355%2F,"The Tim Ferriss Show, Episode 21: Mike Shinoda of Linkin Park – Making Art, Making Music, Getting To 60+ Million Albums",http://fourhourworkweek.com/2014/08/04/mike-shinoda/
item25,Benjamin Franklin: An American Life,benjamin-franklin-an-american-life,2016-07-29,2016-07-29-benjamin-franklin-an-american-life,2016-07-29 01:01:01,"""Development""",book,"517C-UTkNAL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBenjamin-Franklin-An-American-Life%2Fdp%2F074325807X%2F,Pavel Tsatsouline on the Science of Strength and the Art of Physical Performance,http://fourhourworkweek.com/2015/01/15/pavel-tsatsouline/
item26,"Bigger, Stronger, Faster",bigger-stronger-faster,2016-07-28,2016-07-28-bigger-stronger-faster,2016-07-28 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBigger-Stronger-Faster-Chris-Bell%2Fdp%2FB001LYV6K2%2F,"The Random Show, Episode 25 — Gut Bacteria, Meditation, Startups, and More",http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
item27,Bird by Bird: Some Instructions on Writing and Life,bird-by-bird-some-instructions-on-writing-and-life,2016-07-27,2016-07-27-bird-by-bird-some-instructions-on-writing-and-life,2016-07-27 01:01:01,"""Development""",book,"41DTOzISUVL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBird-Some-Instructions-Writing-Life%2Fdp%2F0385480016%2F,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies",http://fourhourworkweek.com/2015/02/09/matt-mullenweg/
item29,Blink,blink,2016-07-26,2016-07-26-blink,2016-07-26 01:01:01,"""Development""",book,"41lrqAEHKBL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBlink-Power-Thinking-Without%2Fdp%2F0316010669%2F,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity",http://fourhourworkweek.com/2014/12/01/bryan-callen/
item30,Blue Ocean Strategy,blue-ocean-strategy,2016-07-25,2016-07-25-blue-ocean-strategy,2016-07-25 01:01:01,"""Development""",book,"51xtlczer7L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBlue-Ocean-Strategy-Uncontested-Competition%2Fdp%2F1591396190%2F,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying “No” to Millions",http://fourhourworkweek.com/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
item31,"Bold: How to Go Big, Create Wealth and Impact the World",bold-how-to-go-big-create-wealth-and-impact-the-world,2016-07-24,2016-07-24-bold-how-to-go-big-create-wealth-and-impact-the-world,2016-07-24 01:01:01,"""Development""",book,"51skjlPR2%2BL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBold-Create-Wealth-Impact-World%2Fdp%2F1476709564%2F,How to Think Like Elon Musk and Jeff Bezos,http://fourhourworkweek.com/2015/01/20/elon-musk-and-jeff-bezos/
item200,Books by Stephen J. Dubner,books-by-stephen-j-dubner,2016-07-23,2016-07-23-books-by-stephen-j-dubner,2016-07-23 01:01:01,"""Development""",object,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FStephen-J.-Dubner%2Fe%2FB001IGV4OQ%2F,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item32,Brain Rules: 12 Principles for Surviving and Thriving at Work,brain-rules-12-principles-for-surviving-and-thriving-at-work,2016-07-22,2016-07-22-brain-rules-12-principles-for-surviving-and-thriving-at-work,2016-07-22 01:01:01,"""Development""",book,"41Rer4SVTWL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FBrain-Rules-Updated-Expanded-Principles%2Fdp%2F098326337X%2F%25E2%2580%25A0,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item33,California,california,2016-07-21,2016-07-21-california,2016-07-21 01:01:01,"""Development""",book,"51qd05UB12L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCalifornia-History-Modern-Library-Chronicles%2Fdp%2F081297753X%2F,Tim Ferriss Interviews Arnold Schwarzenegger on Psychological Warfare (And Much More),http://fourhourworkweek.com/2015/02/02/arnold-schwarzenegger/
item34,Cancer as a Metabolic Disease,cancer-as-a-metabolic-disease,2016-07-20,2016-07-20-cancer-as-a-metabolic-disease,2016-07-20 01:01:01,"""Development""",book,"51j40awrLdL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCancer-Metabolic-Disease-Management-Prevention%2Fdp%2F0470584920%2F,"Dom D’Agostino on Fasting, Ketosis, and the End of Cancer",http://fourhourworkweek.com/2015/11/03/dominic-dagostino/
item45,Canned oysters,canned-oysters,2016-07-19,2016-07-19-canned-oysters,2016-07-19 01:01:01,"""Development""",fitness,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCrown-Prince-Natural-Oysters-3-Ounce%2Fdp%2FB00GJ0WW24%2F,"Dom D’Agostino on Fasting, Ketosis, and the End of Cancer",http://fourhourworkweek.com/2015/11/03/dominic-dagostino/
item35,Casablanca,casablanca,2016-07-18,2016-07-18-casablanca,2016-07-18 01:01:01,"""Development""",book,51Vv7JX03BL._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCasablanca-Screenplay-Editors-Digital-Publishing-ebook%2Fdp%2FB009HS5CFY%2F,"The Random Show, Episode 25 — Gut Bacteria, Meditation, Startups, and More",http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
item36,Cat’s Cradle,cats-cradle,2016-07-17,2016-07-17-cats-cradle,2016-07-17 01:01:01,"""Development""",book,"51pj5jRGyuL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCats-Cradle-Novel-Kurt-Vonnegut%2Fdp%2F038533348X%2F,"The Random Show, Episode 25 — Gut Bacteria, Meditation, Startups, and More",http://fourhourworkweek.com/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
item38,Chili Pad,chili-pad,2016-07-16,2016-07-16-chili-pad,2016-07-16 01:01:01,"""Development""",fitness,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FChiliPAD-Cube-Cooling-Heating-Mattress%2Fdp%2FB00JMLFMT2%2F,5 Tools I Use For Faster And Better Sleep,http://fourhourworkweek.com/2015/10/17/5-tools-i-use-for-faster-and-better-sleep/
item39,Choose Yourself!,choose-yourself,2016-07-15,2016-07-15-choose-yourself,2016-07-15 01:01:01,"""Development""",book,"51jr4Pgp-dL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FChoose-Yourself-James-Altucher%2Fdp%2F1490313370%2F,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item40,Comedian,comedian,2016-07-14,2016-07-14-comedian,2016-07-14 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FComedian-Jerry-Seinfeld%2Fdp%2FB00005JLW5%2F,Whitney Cummings on Turning Pain Into Creativity,http://fourhourworkweek.com/2015/06/26/whitney-cummings/
item42,Con Air,con-air,2016-07-13,2016-07-13-con-air,2016-07-13 01:01:01,"""Development""",movie,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCon-Air-Nicolas-Cage%2Fdp%2FB004DMTCNM%2F,"Rolf Potts on Travel Tactics, Creating Time Wealth, and Lateral Thinking",http://fourhourworkweek.com/2014/11/04/rolf-potts/
item43,Concept 2 Rower,concept-2-rower,2016-07-12,2016-07-12-concept-2-rower,2016-07-12 01:01:01,"""Development""",fitness,,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FConcept2-Model-Indoor-Rowing-Machine%2Fdp%2FB0092KNWA4%2F,What I’d Add To The 4-Hour Workweek for 2015 (And Much More),http://fourhourworkweek.com/2014/12/23/4-hour-work-week-2015/
item44,Cool Tools: A Catalog of Possibilities,cool-tools-a-catalog-of-possibilities,2016-07-11,2016-07-11-cool-tools-a-catalog-of-possibilities,2016-07-11 01:01:01,"""Development""",book,"51MtqLWerCL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FCool-Tools-A-Catalog-Possibilities%2Fdp%2F1940689007%2F,"The Tim Ferriss Show: Interview of Kevin Kelly, Co-Founder of WIRED, Polymath, Most Interesting Man In The World?",http://fourhourworkweek.com/2014/08/29/kevin-kelly/
item46,Daring Greatly,daring-greatly,2016-07-10,2016-07-10-daring-greatly,2016-07-10 01:01:01,"""Development""",book,"51CnRqFnS5L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDaring-Greatly-Courage-Vulnerable-Transforms%2Fdp%2F1592408419%2F,Brené Brown on Vulnerability and Home Run TED Talks,http://fourhourworkweek.com/2015/08/28/brene-brown-on-vulnerability-and-home-run-ted-talks/
item47,Deadlift Dynamite,deadlift-dynamite,2016-07-09,2016-07-09-deadlift-dynamite,2016-07-09 01:01:01,"""Development""",book,"51k18xs-RuL._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDeadlift-Dynamite-Master-Strength-Exercises%2Fdp%2F0938045822%2F,Pavel Tsatsouline on the Science of Strength and the Art of Physical Performance,http://fourhourworkweek.com/2015/01/15/pavel-tsatsouline/
item88,Dialogues,dialogues,2016-07-08,2016-07-08-dialogues,2016-07-08 01:01:01,"""Development""",book,"51p25QVO0VL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FGreat-Dialogues-Plato%2Fdp%2F0451530853%2F,"Nick Ganju on The Majesty of Ping Pong, Poker, and How to Write Hit Songs",http://fourhourworkweek.com/2014/11/21/nick-ganju/
item50,Don’t Make Me Think,dont-make-me-think,2016-07-07,2016-07-07-dont-make-me-think,2016-07-07 01:01:01,"""Development""",book,"51Swm3TW72L._SX218_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDont-Make-Me-Think-Usability%2Fdp%2F0321344758%2F,"Nick Ganju on The Majesty of Ping Pong, Poker, and How to Write Hit Songs",http://fourhourworkweek.com/2014/11/21/nick-ganju/
item52,Dropping Ashes on the Buddha,dropping-ashes-on-the-buddha,2016-07-06,2016-07-06-dropping-ashes-on-the-buddha,2016-07-06 01:01:01,"""Development""",book,"41tdcbb-fOL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDropping-Ashes-Buddha-Teachings-Master%2Fdp%2F0802130526%2F,"Amanda Palmer on How to Fight, Meditate, and Make Good Art",http://fourhourworkweek.com/2015/03/30/amanda-palmer/
item53,Dune,dune,2016-07-05,2016-07-05-dune,2016-07-05 01:01:01,"""Development""",book,"41shWIN%2BssL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDune-Frank-Herbert%2Fdp%2F0441172717,The Maverick of Brain Optimization,http://fourhourworkweek.com/2015/06/22/adam-gazzaley/
item54,Dying Every Day,dying-every-day,2016-07-04,2016-07-04-dying-every-day,2016-07-04 01:01:01,"""Development""",book,51i9p68D0fL._SY445_QL70_.jpg,http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDying-Every-Day-Seneca-Court-ebook%2Fdp%2FB00F8F7OZQ%2F,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity",http://fourhourworkweek.com/2014/12/01/bryan-callen/
item55,Dynamic Hedging: Managing Vanilla and Exotic Options,dynamic-hedging-managing-vanilla-and-exotic-options,2016-07-03,2016-07-03-dynamic-hedging-managing-vanilla-and-exotic-options,2016-07-03 01:01:01,"""Development""",book,"51Ny9EO5s7L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FDynamic-Hedging-Managing-Vanilla-Options%2Fdp%2F0471152803%2F,"The Tim Ferriss Show, Episode 18: James Altucher on How to Say “No”, Fail Better, and Build Businesses",http://fourhourworkweek.com/2014/07/11/james-altucher/
item57,Emergency: This Book Will Save Your Life,emergency-this-book-will-save-your-life,2016-07-02,2016-07-02-emergency-this-book-will-save-your-life,2016-07-02 01:01:01,"""Development""",book,"51odxNGX56L._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FEmergency-This-Book-Will-Save%2Fdp%2F0060898771%2F,"The Tim Ferriss Podcast, Ep 15: Neil Strauss, Author of The Game",http://fourhourworkweek.com/2014/06/24/neil-strauss/comment-page-2/
item58,End of Faith – by Sam Harris ,end-of-faith-by-sam-harris-,2016-07-01,2016-07-01-end-of-faith-by-sam-harris-,2016-07-01 01:01:01,"""Development""",book,"51g7qN0TxCL._SY291_BO1,204,203,200_QL40_.jpg",http://target.georiot.com/Proxy.ashx?tsid=14707&GR_URL=http%3A%2F%2Fwww.amazon.com%2FEnd-Faith-Religion-Terror-Future%2Fdp%2F0393327655%2F,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read",http://fourhourworkweek.com/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
